Region,Board Number,Board Name,Board Type,Board Language,School Number,School Name,School Level,School Language,School Type,School Special Conditions,Suite,PO Box,Street,City,Province,Postal Code,Phone,Fax,Grade Range,Date Open,Email,Website,Board Website
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,220345,Glenview Senior Public School,Elementary,English,Public,Not applicable,,,401 Rosewell Ave,Toronto,Ontario,M4R2B5,416-393-9390,416-393-9386,08-Jul,01/09/1969,Glenview@tdsb.on.ca,http://schoolweb.tdsb.on.ca/glenview,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,221597,Golf Road Junior Public School,Elementary,English,Public,Not applicable,,,730 Scarborough Golf Club Rd,Scarborough,Ontario,M1G1H7,416-396-6285,416-396-6299,JK-6,01/09/1969,Golf@tdsb.on.ca,http://schoolweb.tdsb.on.ca/golfroad,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,529567,Gordon A Brown Middle School,Elementary,English,Public,Not applicable,,,2800 St Clair Ave E,East York,Ontario,M4B1N2,416-396-2440,416-396-2344,08-Jun,01/09/1969,,http://schoolweb.tdsb.on.ca/gordonabrown,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,223158,Gosford Public School,Elementary,English,Public,Not applicable,,,30 Gosford Blvd,North York,Ontario,M3N2G8,416-395-2470,416-395-4478,JK-6,01/09/1969,Gosford@tdsb.on.ca,http://schoolweb.tdsb.on.ca/gosford/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,225622,Gracedale Public School,Elementary,English,Public,Not applicable,,,186 Gracedale Blvd,North York,Ontario,M9L2C1,416-395-2480,416-395-2484,JK-5,01/09/1969,Gracedale@tdsb.on.ca,http://schoolweb.tdsb.on.ca/gracedale,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,225886,Gracefield Public School,Elementary,English,Public,Not applicable,,,177 Gracefield Ave,North York,Ontario,M6L1L7,416-395-2490,416-395-4194,JK-5,01/09/1969,,http://schoolweb.tdsb.on.ca/gracefield,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,229580,Greenholme Junior Middle School,Elementary,English,Public,Not applicable,,,10 Jamestown Cres,Etobicoke,Ontario,M9V3M5,416-394-7700,416-394-6297,JK-8,01/09/1969,Greenholme@tdsb.on.ca,http://schoolweb.tdsb.on.ca/greenholme/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,229652,Greenland Public School,Elementary,English,Public,Not applicable,,,15 Greenland Rd,North York,Ontario,M3C1N1,416-395-2500,416-395-2508,JK-5,01/09/1969,Greenland@tdsb.on.ca,http://schoolweb.tdsb.on.ca/greenland,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,943940,Greenwood Secondary School,Secondary,English,Public,Not applicable,,,800 Greenwood Avenue,Toronto,Ontario,M4J4B7,416-393-0744,416-393-1516,12-Sep,01/09/1972,Greenwood.SS@tdsb.on.ca,http://greenwoodsecondary.com/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,230820,Grenoble Public School,Elementary,English,Public,Not applicable,,,9 Grenoble Dr,Toronto,Ontario,M3C1C3,416-397-2900,416-395-4201,JK-6,01/09/1969,Grenoble@tdsb.on.ca,http://schoolweb.tdsb.on.ca/grenoble,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,232262,Grey Owl Junior Public School,Elementary,English,Public,Not applicable,,,150 Wickson Trail,Scarborough,Ontario,M1B1M4,416-396-6290,416-396-6292,JK-6,01/09/1975,GreyOwl@tdsb.on.ca,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10170&pageid=10171&menuid=11529,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,232904,Guildwood Junior Public School,Elementary,English,Public,Not applicable,,,225 Livingston Rd,Scarborough,Ontario,M1E1L8,416-396-6295,416-396-3362,JK-6,01/09/1969,,http://schoolweb.tdsb.on.ca/guildwood,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,233161,Gulfstream Public School,Elementary,English,Public,Not applicable,,,20 Gulfstream Rd,North York,Ontario,M9M1S3,416-395-2520,416-395-4189,JK-8,01/09/1969,Gulfstream@tdsb.on.ca,http://www.tdsb.on.ca/SchoolWeb/_site/viewitem.asp?siteid=10416&pageid=19733&menuid=22743,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,236675,H A Halbert Junior Public School,Elementary,English,Public,Not applicable,,,25 Halbert Place,Scarborough,Ontario,M1M0E1,416-396-6300,416-396-6277,JK-6,01/09/1969,HAHalbert@tdsb.on.ca,http://www.HalbertJPS.ca,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,551325,H J Alexander Community School,Elementary,English,Public,Not applicable,,,30 King St,York,Ontario,M9N1K9,416-394-2359,416-394-4169,JK-5,01/09/1969,HJAlexander@tdsb.on.ca,http://schoolweb.tdsb.on.ca/hjalexander,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,649341,HSC Medical - SEC,Secondary,English,Public,Care/Treatment Facility,,,555 University Ave,Toronto,Ontario,M5G1X8,,,12-Sep,01/09/2004,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,649368,HSC Seizure Disorder,Elementary,English,Public,Care/Treatment Facility,,,555 University Ave,Toronto,Ontario,M5G1X8,,,K-8,01/09/2004,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,915688,Harbord Collegiate Institute,Secondary,English,Public,Not applicable,,,286 Harbord St,Toronto,Ontario,M6G1G5,416-393-1650,416-393-0654,12-Sep,01/09/1969,Harbord@tdsb.on.ca,http://schoolweb.tdsb.on.ca/harbordci/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,245380,Harrison Public School,Elementary,English,Public,Not applicable,,,81 Harrison Rd,North York,Ontario,M2L1V9,416-395-2530,416-395-4461,JK-5,01/09/1969,Harrison@tdsb.on.ca,http://schoolweb.tdsb.on.ca/harrison,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,249807,Harwood Public School,Elementary,English,Public,Not applicable,,,50 Leigh St,York,Ontario,M6N3X3,416-394-2350,416-394-4403,JK-8,01/09/1969,Harwood@tdsb.on.ca,http://schoolweb.tdsb.on.ca/harwood,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,237655,Hawthorne II Bilingual Alternative Junior School,Elementary,English,Public,Not applicable,,,50 Essex St,Toronto,Ontario,M6G1T3,416-393-0727,416-393-9608,JK-6,01/09/1977,Hawthorne@tdsb.on.ca,http://www.hawthorne2bilingual.com/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,252271,Heather Heights Junior Public School,Elementary,English,Public,Not applicable,,,80 Slan Ave,Scarborough,Ontario,M1G3B5,416-396-6305,416-396-8572,JK-6,01/09/1969,Heather@tdsb.on.ca,http://schoolweb.tdsb.on.ca/heatherheights,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,252816,Henry Hudson Senior Public School,Elementary,English,Public,Not applicable,,,350 Orton Park Rd,Scarborough,Ontario,M1G3H4,416-396-6310,416-396-3276,08-Jul,05/09/1972,HenryHudson@tdsb.on.ca,http://schoolweb.tdsb.on.ca/henryhudson/Home,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,252832,Henry Kelsey Senior Public School,Elementary,English,Public,Not applicable,,,1200 Huntingwood Dr,Scarborough,Ontario,M1S1K7,416-396-6315,416-396-8557,08-Jul,17/08/1971,HenryKelsey@tdsb.on.ca,http://schoolweb.tdsb.on.ca/henrykelsey,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,253405,Heritage Park Public School,Elementary,English,Public,Not applicable,,,80 Old Finch Avenue,Scarborough,Ontario,M1B5J2,416-396-6207,416-396-6209,JK-8,01/09/1993,HeritagePark@tdsb.on.ca,http://schoolweb.tdsb.on.ca/heritagepark/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,916463,Heydon Park Secondary School,Secondary,English,Public,Vocational/Occupational,,,70 D'Arcy St,Toronto,Ontario,M5T1K1,416-393-1710,416-393-9959,12-Sep,01/09/1969,HeydonPark@tdsb.on.ca,http://schoolweb.tdsb.on.ca/heydonpark,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,255416,High Park Alternative School Junior,Elementary,English,Public,Not applicable,,,265 Annette St,Toronto,Ontario,M6P1R3,416-393-9050,,JK-8,01/09/1981,HighPark@tdsb.on.ca,http://www.highparkalternativeschool.com,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,255467,Highcastle Public School,Elementary,English,Public,Not applicable,,,370 Military Trail,Scarborough,Ontario,M1E4E6,416-396-6325,416-396-3293,JK-8,01/09/1969,Highcastle@tdsb.on.ca,http://schoolweb.tdsb.on.ca/highcastle,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,255521,Highfield Junior School,Elementary,English,Public,Not applicable,,,85 Mount Olive Dr,Etobicoke,Ontario,M9V2C9,416-394-7510,416-394-6141,JK-5,01/09/1969,Highfield@tdsb.on.ca,http://schoolweb.tdsb.on.ca/highfield,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,255785,Highland Creek Public School,Elementary,English,Public,Not applicable,,,1410 Military Trail,West Hill,Ontario,M1C1A8,416-396-6330,416-396-6332,JK-8,01/09/1969,HighlandCreek@tdsb.on.ca,http://schoolweb.tdsb.on.ca/highlandcreek/Home.aspx,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,255378,Highland Heights Junior Public School,Elementary,English,Public,Not applicable,,,35 Glendower Circt,Scarborough,Ontario,M1T2Z3,416-396-6335,416-396-6337,JK-6,01/09/1969,HighlandHeights@tdsb.on.ca,http://schoolweb.tdsb.on.ca/highlandheights,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,255947,Highland Middle School,Elementary,English,Public,Junior High School,,,201 Cliffwood Rd,North York,Ontario,M2H3B5,416-395-3040,416-395-3979,08-Jun,01/09/1975,Highland.JHS@tdsb.on.ca,http://schoolweb.tdsb.on.ca/highland/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,256170,Highview Public School,Elementary,English,Public,Not applicable,,,22 Highview Ave,North York,Ontario,M3M1C4,416-395-2540,416-395-2549,JK-5,01/09/1969,Highview@tdsb.on.ca,http://schoolweb.tdsb.on.ca/highview,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,257214,Hillcrest Community School,Elementary,English,Public,Not applicable,,,44 Hilton Ave,Toronto,Ontario,M5R3E6,416-393-9700,416-393-1987,JK-6,01/09/1969,Hillcrest@tdsb.on.ca,http://www.tdsb.on.ca/schools/index.asp?schno=5232,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,258970,Hillmount Public School,Elementary,English,Public,Not applicable,,,245 McNicoll Ave,Toronto,Ontario,M2H2C6,416-395-2550,416-395-4483,JK-5,09/09/1971,Hillmount@tdsb.on.ca,http://schoolweb.tdsb.on.ca/hillmount,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,259551,Hilltop Middle School,Elementary,English,Public,Not applicable,,,35 Trehorne Dr,Etobicoke,Ontario,M9P1N8,416-394-7730,416-394-6288,08-Jun,01/09/1969,Hilltop@tdsb.on.ca,http://schoolweb.tdsb.on.ca/hilltop,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,261246,Hodgson Middle School,Elementary,English,Public,Not applicable,,,282 Davisville Ave,Toronto,Ontario,M4S1H2,416-393-0390,416-393-0393,08-Jun,01/09/1969,Hodgson@tdsb.on.ca,http://schoolweb.tdsb.on.ca/hodgson,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,263010,Hollycrest Middle School,Elementary,English,Public,Not applicable,,,630 Renforth Dr,Etobicoke,Ontario,M9C2N6,416-394-7050,416-394-6289,08-Apr,01/09/1969,Hollycrest@tdsb.on.ca,http://schoolweb.tdsb.on.ca/hollycrest/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,263060,Hollywood Public School,Elementary,English,Public,Not applicable,,,360 Hollywood Ave,North York,Ontario,M2N3L4,416-395-2560,416-395-4485,JK-6,01/09/1969,Hollywood@tdsb.on.ca,http://schoolweb.tdsb.on.ca/hollywood,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,264695,Horizon Alternative Senior School,Elementary,English,Public,Not applicable,c/o Central Commerce CI,,570 Shaw St,Toronto,Ontario,M5T1S9,416-393-1298,416-393-1214,08-Jul,01/09/1981,Horizon@tdsb.on.ca,http://horizonalternative.ca/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,649503,Hospital for Sick Children - Eating,Secondary,English,Public,Care/Treatment Facility,,,555 University Ave,Toronto,Ontario,M5G1X8,416-813-5054,,12-Sep,01/09/2004,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,649481,Hospital for Sick Children - Medical EL,Elementary,English,Public,Care/Treatment Facility,,,555 University Ave,Toronto,Ontario,M5G1X8,416-813-8846,,JK-8,01/09/2004,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,649490,Hospital for Sick Children-Substance Abu,Secondary,English,Public,Care/Treatment Facility,,,555 University Ave,Toronto,Ontario,M5G1X8,416-813-6083,,12-Sep,01/09/2004,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,266051,Howard Junior Public School,Elementary,English,Public,Not applicable,,,30 Marmaduke St,Toronto,Ontario,M6R1T2,416-393-9255,416-393-9258,JK-6,01/09/1969,Howard@tdsb.on.ca,http://schoolweb.tdsb.on.ca/howard,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,640342,Humber River Hospital Program,Elementary,English,Public,Care/Treatment Facility,543,,2175 Keele St,Toronto,Ontario,M5M3Z4,416-658-2165,,JK-8,01/09/2008,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,270504,Humber Summit Middle School,Elementary,English,Public,Not applicable,,,60 Pearldale Ave,North York,Ontario,M9L2G9,416-395-2570,416-395-2573,08-Jun,30/09/1971,,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=3135,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,270342,Humber Valley Village Junior Middle School,Elementary,English,Public,Not applicable,,,65 Hartfield Rd,Etobicoke,Ontario,M9A3E1,416-394-7860,416-394-6291,JK-8,01/09/1969,,http://schoolweb.tdsb.on.ca/humbervalley,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,270474,Humbercrest Public School,Elementary,English,Public,Not applicable,,,14 Saint Marks Rd,York,Ontario,M6S2H7,416-394-2370,416-394-4498,JK-8,01/09/1969,Humbercrest@tdsb.on.ca,http://www.humbercrestps.ca,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,917630,Humberside Collegiate Institute,Secondary,English,Public,Not applicable,,,280 Quebec Ave,Toronto,Ontario,M6P2V3,416-393-8122,416-393-0009,12-Sep,01/09/1969,Humberside@tdsb.on.ca,http://schoolweb.tdsb.on.ca/Humbersideci,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,272280,Humberwood Downs Junior Middle Academy,Elementary,English,Public,Not applicable,,,850 Humberwood Blvd,Etobicoke,Ontario,M9W7A6,416-394-4750,416-394-4759,JK-8,01/09/1995,HumberwoodDowns@tdsb.on.ca,http://schoolweb.tdsb.on.ca/humberwood,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,270997,Humewood Community School,Elementary,English,Public,Not applicable,,,15 Cherrywood Ave,York,Ontario,M6C2X4,416-394-2383,416-394-4106,JK-8,01/09/1969,Humewood@tdsb.on.ca,http://schoolweb.tdsb.on.ca/humewood,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,272426,Hunter's Glen Junior Public School,Elementary,English,Public,Not applicable,,,16 Haileybury Dr,Scarborough,Ontario,M1K4X5,416-396-6340,416-396-3399,JK-6,01/09/1969,HuntersGlen@tdsb.on.ca,http://schoolweb.tdsb.on.ca/huntersglen/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,274119,Huron Street Junior Public School,Elementary,English,Public,Not applicable,,,541 Huron St,Toronto,Ontario,M5R2R6,416-393-1570,416-393-1929,JK-6,01/09/1969,Huron@tdsb.on.ca,http://schoolweb.tdsb.on.ca/huronstreet,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,275158,Indian Road Crescent Junior Public School,Elementary,English,Public,Not applicable,,,285 Indian Road Cres,Toronto,Ontario,M6P2G8,416-393-9025,416-393-9029,JK-6,01/09/1969,,http://schoolweb.tdsb.on.ca/indianroad,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,918237,Inglenook Community School,Secondary,English,Public,Not applicable,,,19 Sackville St,Toronto,Ontario,M5A3E1,416-393-0560,416-393-0004,12-Sep,01/09/1978,Inglenook@tdsb.on.ca,http://schools.tdsb.on.ca/inglenook,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,275280,Inglewood Heights Junior Public School,Elementary,English,Public,Not applicable,,,45 Dempster St,Scarborough,Ontario,M1T2T6,416-396-6345,416-396-6347,JK-6,01/09/1969,glewood@tdsb.on.ca,http://schoolweb.tdsb.on.ca/inglewoodhts,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,277754,Ionview Public School,Elementary,English,Public,Not applicable,,,90 Ionview Rd,Scarborough,Ontario,M1K2Z9,416-396-6350,416-396-5981,JK-8,01/09/1969,Ionview@tdsb.on.ca,http://schoolweb.tdsb.on.ca/ionview,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,278165,Iroquois Junior Public School,Elementary,English,Public,Not applicable,,,265 Chartland Blvd S,Scarborough,Ontario,M1S2S6,416-396-6355,416-396-6298,JK-6,30/09/1971,Iroquois@tdsb.on.ca,http://www.tdsb.on.ca/MOSS/asp_apps/school_landing_page/index.asp?schno=4597,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,278793,Island Public/Natural Science School,Elementary,English,Public,Not applicable,,,30 Centre Island Pk,Toronto,Ontario,M5J2E9,416-393-1910,416-393-9346,JK-6,01/09/1969,IslandPublic_NaturalScience@tdsb.on.ca,http://schoolweb.tdsb.on.ca/island,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,278920,Islington Junior Middle School,Elementary,English,Public,Not applicable,,,44 Cordova Ave,Etobicoke,Ontario,M9A2H5,416-394-7870,416-394-7908,JK-8,01/09/1969,Islington@tdsb.on.ca,http://schoolweb.tdsb.on.ca/islington,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,279374,J B Tyrrell Senior Public School,Elementary,English,Public,Not applicable,,,10 Corinthian Blvd,Scarborough,Ontario,M1W1B3,416-396-6360,416-396-6364,08-Jun,05/09/1972,jbtyrrell@tdsb.on.ca,http://schools.tdsb.on.ca/jbtyrrell/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,279706,J G Workman Public School,Elementary,English,Public,Not applicable,,,487 Birchmount Rd,Toronto,Ontario,M1K1N7,416-396-6365,416-396-6339,JK-8,01/09/1969,JGWorkman@tdsb.on.ca,http://schoolweb.tdsb.on.ca/jgworkman,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,284645,J R Wilcox Community School,Elementary,English,Public,Not applicable,,,231 Ava Rd,York,Ontario,M6C1X3,416-394-2388,416-394-3462,JK-8,01/09/1969,JRWilcox@tdsb.on.ca,http://schools.tdsb.on.ca/jrwilcox,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,280917,Jack Miner Senior Public School,Elementary,English,Public,Not applicable,,,405 Guildwood Pkwy,Scarborough,Ontario,M1E1R3,416-396-6375,416-396-6377,08-Jul,17/08/1971,,http://schoolweb.tdsb.on.ca/jackminer/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,280879,Jackman Avenue Junior Public School,Elementary,English,Public,Not applicable,,,79 Jackman Ave,Toronto,Ontario,M4K2X5,416-393-9710,416-393-0086,JK-6,01/09/1969,Jackman@tdsb.on.ca,http://schoolweb.tdsb.on.ca/jackman,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,282049,James S Bell Junior Middle School,Elementary,English,Public,Not applicable,,,90 Thirty First St,Etobicoke,Ontario,M8W3E9,416-394-7680,416-394-7958,JK-8,01/09/1969,JamesSBell@tdsb.on.ca,http://schoolweb.tdsb.on.ca/jamessbell/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,918547,Jarvis Collegiate Institute,Secondary,English,Public,Not applicable,,,495 Jarvis St,Toronto,Ontario,M4Y2G8,416-393-0140,416-393-0184,12-Sep,01/09/1969,Jarvis@tdsb.on.ca,http://schoolweb.tdsb.on.ca/jarvisci,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,086698,Jean Augustine Girls' Leadership Academy,Elementary,English,Public,Not applicable,,,35 Glendower Circuit,Scarborough,Ontario,M1T2Z3,416-396-6335,416-396-6337,08-Apr,01/09/2012,,http://schoolweb.tdsb.on.ca/jeanaugustine,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,430301,Jean Lumb Public School,Elementary,English,Public,Not applicable,,,20 Brunel Ct,Toronto,Ontario,M5V0R5,,,JK-8,03/09/2019,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,640573,Jerome D Diamond Adolescent Centre - EL,Elementary,English,Public,Care/Treatment Facility,,,122 Keewatin Ave,Toronto,Ontario,,416-482-3023,416-482-3014,08-Jan,01/05/1976,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,649511,Jerome D Diamond Adolescent Centre - SEC,Secondary,English,Public,Care/Treatment Facility,,,196 Keewatin Ave,Toronto,Ontario,M4P1Z8,416-482-3023,,12-Sep,01/09/2004,,,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,282693,Jesse Ketchum Junior and Senior Public School,Elementary,English,Public,Not applicable,,,61 Davenport Rd,Toronto,Ontario,M5R1H4,416-393-1530,416-393-1536,JK-8,01/09/1969,,http://schoolweb.tdsb.on.ca/jesseketchum/,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,283088,John A Leslie Public School,Elementary,English,Public,Not applicable,,,459 Midland Ave,Scarborough,Ontario,M1N4A7,416-396-6380,416-396-3480,JK-8,01/09/1969,JohnALeslie@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johnaleslie,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,283371,John Buchan Senior Public School,Elementary,English,Public,Not applicable,,,2450 Birchmount Rd,Scarborough,Ontario,M1T2M5,416-396-6385,416-396-6856,08-Jul,01/09/1969,JohnBuchan@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johnbuchan,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,283436,John D Parker Junior School,Elementary,English,Public,Not applicable,,,202 Mount Olive Dr,Etobicoke,Ontario,M9V3Z5,416-394-7530,416-394-6298,JK-5,03/09/1974,JohnDParker@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johndparker,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,283479,John English Junior Middle School,Elementary,English,Public,Not applicable,,,95 Mimico Ave,Toronto,Ontario,M8V1R4,416-394-7660,416-394-3808,JK-8,01/09/1969,JohnEnglish@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johnenglish,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,283606,John Fisher Junior Public School,Elementary,English,Public,Not applicable,,,40 Erskine Ave,Toronto,Ontario,M4P1Y2,416-393-9325,416-393-9340,JK-6,01/09/1969,JohnFisher@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johnfisher,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,283738,John G Althouse Middle School,Elementary,English,Public,Not applicable,,,130 Lloyd Manor Rd,Etobicoke,Ontario,M9B5K1,416-394-7580,416-394-7984,08-Jun,01/09/1969,davisvillepsjr@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johngalthouse,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,493090,John G Diefenbaker Public School,Elementary,English,Public,Not applicable,,,70 Dean Park Rd,Scarborough,Ontario,M1B2X3,416-396-6390,416-396-6393,JK-8,01/09/1979,JohnGDiefenbaker@tdsb.on.ca,http://schoolweb.tdsb.on.ca/jgdiefenbaker,http://www.tdsb.on.ca
Toronto Region,B66052,Toronto DSB,Pub Dist Sch Brd (E/F),English,284203,John McCrae Public School,Elementary,English,Public,Not applicable,,,431 McCowan Rd,Scarborough,Ontario,M1J1J1,416-396-6395,416-396-6488,JK-8,30/09/1971,JohnMcCrae@tdsb.on.ca,http://schoolweb.tdsb.on.ca/johnmccrae,http://www.tdsb.on.ca
